# State Code or Tribal Indicator (TT)|County Code or Tribal Code|Site_ID number|Parameter Code|POC|Sampling Begin Date-Time (YYYYMMDD HHMM)|Sample Value|Null Data Code|Null Code Description|Null Code Concurrence|Null Extra|Units Code|Units Description|Event Type Code|Event Type Description|Event-Sample Association Date|Event Description|Event Creation Date|Event coment text or URL|Standard for Concurrence 1|Concurrence Indicator 1|Concurrence Date 1|Concurrence Comment 1|Standard for Concurrence 2|Concurrence Indicator 2|Concurrence Date 2|Concurrence Comment 2|Standard for Concurrence 3|Concurrence Indicator 3|Concurrence Date 3|Concurrence Comment 3|Standard for Concurrence 4|Concurrence Indicator 4|Concurrence Date 4|Concurrence Comment 4|QA Qualifier Code 1|QA Qualifier Description 1|QA Qualifier 1 Comment|QA Qualifier Code 2|QA Qualifier Description 2|QA Qualifier 2 Comment|QA Qualifier Code 3|QA Qualifier Description 3|QA Qualifier 3 Comment|QA Qualifier Code 4|QA Qualifier Description 4|QA Qualifier 4 Comment|QA Qualifier Code 5|QA Qualifier Description 5|QA Qualifier 5 Comment|QA Qualifier Code 6|QA Qualifier Description 6|QA Qualifier 6 Comment|QA Qualifier Code 7|QA Qualifier Description 7|QA Qualifier 7 Comment|QA Qualifier Code 8|QA Qualifier Description 8|QA Qualifier 8 Comment|QA Qualifier Code 9|QA Qualifier Description 9|QA Qualifier 9 Comment|QA Qualifier Code 10|QA Qualifier Description 10|QA Qualifier 10 Comment
34|001|0006|44201|1|20160525 12:00|.08|||||007|Parts per million|RF|Fire - Canadian.|20171129 00:00|Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016|20171128 15:40|In May 2017, NJDEP submitted a report to USEPA demonstrating that the emissions from the Fort McMurray wildfire influenced New Jersey's air quality on May 25 and May 26, 2016, and requested that the data from the ozone monitors on those days be excluded from determining New Jersey's compliance with the ozone NAAQS. USEPA Region 2 office responded in a letter dated October 24, 2017 that they concur with the exclusion of the data for all the monitors on May 25, and for ten monitors on May 26".|Ozone 1-hour 1979|Y|07-DEC-17||Ozone 8-Hour 1997|Y|07-DEC-17||Ozone 8-Hour 2008|Y|07-DEC-17||Ozone 8-hour 2015|Y|07-DEC-17|||||||||||||||||||||||||||||||
34|001|0006|44201|1|20160525 13:00|.083|||||007|Parts per million|RF|Fire - Canadian.|20171129 00:00|Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016|20171128 15:40|In May 2017, NJDEP submitted a report to USEPA demonstrating that the emissions from the Fort McMurray wildfire influenced New Jersey's air quality on May 25 and May 26, 2016, and requested that the data from the ozone monitors on those days be excluded from determining New Jersey's compliance with the ozone NAAQS. USEPA Region 2 office responded in a letter dated October 24, 2017 that they concur with the exclusion of the data for all the monitors on May 25, and for ten monitors on May 26".|Ozone 1-hour 1979|Y|07-DEC-17||Ozone 8-Hour 1997|Y|07-DEC-17||Ozone 8-Hour 2008|Y|07-DEC-17||Ozone 8-hour 2015|Y|07-DEC-17|||||||||||||||||||||||||||||||
34|001|0006|44201|1|20160525 14:00|.084|||||007|Parts per million|RF|Fire - Canadian.|20171129 00:00|Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016|20171128 15:40|In May 2017, NJDEP submitted a report to USEPA demonstrating that the emissions from the Fort McMurray wildfire influenced New Jersey's air quality on May 25 and May 26, 2016, and requested that the data from the ozone monitors on those days be excluded from determining New Jersey's compliance with the ozone NAAQS. USEPA Region 2 office responded in a letter dated October 24, 2017 that they concur with the exclusion of the data for all the monitors on May 25, and for ten monitors on May 26".|Ozone 1-hour 1979|Y|07-DEC-17||Ozone 8-Hour 1997|Y|07-DEC-17||Ozone 8-Hour 2008|Y|07-DEC-17||Ozone 8-hour 2015|Y|07-DEC-17|||||||||||||||||||||||||||||||
34|001|0006|44201|1|20160525 15:00|.085|||||007|Parts per million|RF|Fire - Canadian.|20171129 00:00|Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016|20171128 15:40|In May 2017, NJDEP submitted a report to USEPA demonstrating that the emissions from the Fort McMurray wildfire influenced New Jersey's air quality on May 25 and May 26, 2016, and requested that the data from the ozone monitors on those days be excluded from determining New Jersey's compliance with the ozone NAAQS. USEPA Region 2 office responded in a letter dated October 24, 2017 that they concur with the exclusion of the data for all the monitors on May 25, and for ten monitors on May 26".|Ozone 1-hour 1979|Y|07-DEC-17||Ozone 8-Hour 1997|Y|07-DEC-17||Ozone 8-Hour 2008|Y|07-DEC-17||Ozone 8-hour 2015|Y|07-DEC-17|||||||||||||||||||||||||||||||
34|001|0006|44201|1|20160525 16:00|.082|||||007|Parts per million|RF|Fire - Canadian.|20171129 00:00|Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016|20171128 15:40|In May 2017, NJDEP submitted a report to USEPA demonstrating that the emissions from the Fort McMurray wildfire influenced New Jersey's air quality on May 25 and May 26, 2016, and requested that the data from the ozone monitors on those days be excluded from determining New Jersey's compliance with the ozone NAAQS. USEPA Region 2 office responded in a letter dated October 24, 2017 that they concur with the exclusion of the data for all the monitors on May 25, and for ten monitors on May 26".|Ozone 1-hour 1979|Y|07-DEC-17||Ozone 8-Hour 1997|Y|07-DEC-17||Ozone 8-Hour 2008|Y|07-DEC-17||Ozone 8-hour 2015|Y|07-DEC-17|||||||||||||||||||||||||||||||
34|001|0006|44201|1|20160525 17:00|.076|||||007|Parts per million|RF|Fire - Canadian.|20171129 00:00|Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016|20171128 15:40|In May 2017, NJDEP submitted a report to USEPA demonstrating that the emissions from the Fort McMurray wildfire influenced New Jersey's air quality on May 25 and May 26, 2016, and requested that the data from the ozone monitors on those days be excluded from determining New Jersey's compliance with the ozone NAAQS. USEPA Region 2 office responded in a letter dated October 24, 2017 that they concur with the exclusion of the data for all the monitors on May 25, and for ten monitors on May 26".|Ozone 1-hour 1979|Y|07-DEC-17||Ozone 8-Hour 1997|Y|07-DEC-17||Ozone 8-Hour 2008|Y|07-DEC-17||Ozone 8-hour 2015|Y|07-DEC-17|||||||||||||||||||||||||||||||
34|001|0006|44201|1|20160525 18:00|.058|||||007|Parts per million|RF|Fire - Canadian.|20171129 00:00|Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016|20171128 15:40|In May 2017, NJDEP submitted a report to USEPA demonstrating that the emissions from the Fort McMurray wildfire influenced New Jersey's air quality on May 25 and May 26, 2016, and requested that the data from the ozone monitors on those days be excluded from determining New Jersey's compliance with the ozone NAAQS. USEPA Region 2 office responded in a letter dated October 24, 2017 that they concur with the exclusion of the data for all the monitors on May 25, and for ten monitors on May 26".|Ozone 1-hour 1979|Y|07-DEC-17||Ozone 8-Hour 1997|Y|07-DEC-17||Ozone 8-Hour 2008|Y|07-DEC-17||Ozone 8-hour 2015|Y|07-DEC-17|||||||||||||||||||||||||||||||
34|001|0006|44201|1|20160525 19:00|.056|||||007|Parts per million|RF|Fire - Canadian.|20171129 00:00|Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016|20171128 15:40|In May 2017, NJDEP submitted a report to USEPA demonstrating that the emissions from the Fort McMurray wildfire influenced New Jersey's air quality on May 25 and May 26, 2016, and requested that the data from the ozone monitors on those days be excluded from determining New Jersey's compliance with the ozone NAAQS. USEPA Region 2 office responded in a letter dated October 24, 2017 that they concur with the exclusion of the data for all the monitors on May 25, and for ten monitors on May 26".|Ozone 1-hour 1979|Y|07-DEC-17||Ozone 8-Hour 1997|Y|07-DEC-17||Ozone 8-Hour 2008|Y|07-DEC-17||Ozone 8-hour 2015|Y|07-DEC-17|||||||||||||||||||||||||||||||
34|001|0006|44201|1|20160525 20:00|.05|||||007|Parts per million|RF|Fire - Canadian.|20171129 00:00|Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016|20171128 15:40|In May 2017, NJDEP submitted a report to USEPA demonstrating that the emissions from the Fort McMurray wildfire influenced New Jersey's air quality on May 25 and May 26, 2016, and requested that the data from the ozone monitors on those days be excluded from determining New Jersey's compliance with the ozone NAAQS. USEPA Region 2 office responded in a letter dated October 24, 2017 that they concur with the exclusion of the data for all the monitors on May 25, and for ten monitors on May 26".|Ozone 1-hour 1979|Y|07-DEC-17||Ozone 8-Hour 1997|Y|07-DEC-17||Ozone 8-Hour 2008|Y|07-DEC-17||Ozone 8-hour 2015|Y|07-DEC-17|||||||||||||||||||||||||||||||
34|001|0006|44201|1|20160525 21:00|.056|||||007|Parts per million|RF|Fire - Canadian.|20171129 00:00|Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016|20171128 15:40|In May 2017, NJDEP submitted a report to USEPA demonstrating that the emissions from the Fort McMurray wildfire influenced New Jersey's air quality on May 25 and May 26, 2016, and requested that the data from the ozone monitors on those days be excluded from determining New Jersey's compliance with the ozone NAAQS. USEPA Region 2 office responded in a letter dated October 24, 2017 that they concur with the exclusion of the data for all the monitors on May 25, and for ten monitors on May 26".|Ozone 1-hour 1979|Y|07-DEC-17||Ozone 8-Hour 1997|Y|07-DEC-17||Ozone 8-Hour 2008|Y|07-DEC-17||Ozone 8-hour 2015|Y|07-DEC-17|||||||||||||||||||||||||||||||
34|001|0006|44201|1|20160525 22:00|.05|||||007|Parts per million|RF|Fire - Canadian.|20171129 00:00|Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016|20171128 15:40|In May 2017, NJDEP submitted a report to USEPA demonstrating that the emissions from the Fort McMurray wildfire influenced New Jersey's air quality on May 25 and May 26, 2016, and requested that the data from the ozone monitors on those days be excluded from determining New Jersey's compliance with the ozone NAAQS. USEPA Region 2 office responded in a letter dated October 24, 2017 that they concur with the exclusion of the data for all the monitors on May 25, and for ten monitors on May 26".|Ozone 1-hour 1979|Y|07-DEC-17||Ozone 8-Hour 1997|Y|07-DEC-17||Ozone 8-Hour 2008|Y|07-DEC-17||Ozone 8-hour 2015|Y|07-DEC-17|||||||||||||||||||||||||||||||
34|001|0006|44201|1|20160525 23:00|.052|||||007|Parts per million|RF|Fire - Canadian.|20171129 00:00|Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016|20171128 15:40|In May 2017, NJDEP submitted a report to USEPA demonstrating that the emissions from the Fort McMurray wildfire influenced New Jersey's air quality on May 25 and May 26, 2016, and requested that the data from the ozone monitors on those days be excluded from determining New Jersey's compliance with the ozone NAAQS. USEPA Region 2 office responded in a letter dated October 24, 2017 that they concur with the exclusion of the data for all the monitors on May 25, and for ten monitors on May 26".|Ozone 1-hour 1979|Y|07-DEC-17||Ozone 8-Hour 1997|Y|07-DEC-17||Ozone 8-Hour 2008|Y|07-DEC-17||Ozone 8-hour 2015|Y|07-DEC-17|||||||||||||||||||||||||||||||
34|003|0006|44201|1|20160525 00:00|0|||||007|Parts per million|RF|Fire - Canadian.|20171129 00:00|Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016|20171128 15:40|In May 2017, NJDEP submitted a report to USEPA demonstrating that the emissions from the Fort McMurray wildfire influenced New Jersey's air quality on May 25 and May 26, 2016, and requested that the data from the ozone monitors on those days be excluded from determining New Jersey's compliance with the ozone NAAQS. USEPA Region 2 office responded in a letter dated October 24, 2017 that they concur with the exclusion of the data for all the monitors on May 25, and for ten monitors on May 26".|Ozone 1-hour 1979|Y|07-DEC-17||Ozone 8-Hour 1997|Y|07-DEC-17||Ozone 8-Hour 2008|Y|07-DEC-17||Ozone 8-hour 2015|Y|07-DEC-17|||||||||||||||||||||||||||||||
34|003|0006|44201|1|20160525 01:00|0|||||007|Parts per million|RF|Fire - Canadian.|20171129 00:00|Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016|20171128 15:40|In May 2017, NJDEP submitted a report to USEPA demonstrating that the emissions from the Fort McMurray wildfire influenced New Jersey's air quality on May 25 and May 26, 2016, and requested that the data from the ozone monitors on those days be excluded from determining New Jersey's compliance with the ozone NAAQS. USEPA Region 2 office responded in a letter dated October 24, 2017 that they concur with the exclusion of the data for all the monitors on May 25, and for ten monitors on May 26".|Ozone 1-hour 1979|Y|07-DEC-17||Ozone 8-Hour 1997|Y|07-DEC-17||Ozone 8-Hour 2008|Y|07-DEC-17||Ozone 8-hour 2015|Y|07-DEC-17|||||||||||||||||||||||||||||||
34|003|0006|44201|1|20160525 02:00|0|||||007|Parts per million|RF|Fire - Canadian.|20171129 00:00|Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016|20171128 15:40|In May 2017, NJDEP submitted a report to USEPA demonstrating that the emissions from the Fort McMurray wildfire influenced New Jersey's air quality on May 25 and May 26, 2016, and requested that the data from the ozone monitors on those days be excluded from determining New Jersey's compliance with the ozone NAAQS. USEPA Region 2 office responded in a letter dated October 24, 2017 that they concur with the exclusion of the data for all the monitors on May 25, and for ten monitors on May 26".|Ozone 1-hour 1979|Y|07-DEC-17||Ozone 8-Hour 1997|Y|07-DEC-17||Ozone 8-Hour 2008|Y|07-DEC-17||Ozone 8-hour 2015|Y|07-DEC-17|||||||||||||||||||||||||||||||
34|003|0006|44201|1|20160525 03:00|0|||||007|Parts per million|RF|Fire - Canadian.|20171129 00:00|Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016|20171128 15:40|In May 2017, NJDEP submitted a report to USEPA demonstrating that the emissions from the Fort McMurray wildfire influenced New Jersey's air quality on May 25 and May 26, 2016, and requested that the data from the ozone monitors on those days be excluded from determining New Jersey's compliance with the ozone NAAQS. USEPA Region 2 office responded in a letter dated October 24, 2017 that they concur with the exclusion of the data for all the monitors on May 25, and for ten monitors on May 26".|Ozone 1-hour 1979|Y|07-DEC-17||Ozone 8-Hour 1997|Y|07-DEC-17||Ozone 8-Hour 2008|Y|07-DEC-17||Ozone 8-hour 2015|Y|07-DEC-17|||||||||||||||||||||||||||||||
34|003|0006|44201|1|20160525 04:00|0|||||007|Parts per million|RF|Fire - Canadian.|20171129 00:00|Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016|20171128 15:40|In May 2017, NJDEP submitted a report to USEPA demonstrating that the emissions from the Fort McMurray wildfire influenced New Jersey's air quality on May 25 and May 26, 2016, and requested that the data from the ozone monitors on those days be excluded from determining New Jersey's compliance with the ozone NAAQS. USEPA Region 2 office responded in a letter dated October 24, 2017 that they concur with the exclusion of the data for all the monitors on May 25, and for ten monitors on May 26".|Ozone 1-hour 1979|Y|07-DEC-17||Ozone 8-Hour 1997|Y|07-DEC-17||Ozone 8-Hour 2008|Y|07-DEC-17||Ozone 8-hour 2015|Y|07-DEC-17|||||||||||||||||||||||||||||||
34|003|0006|44201|1|20160525 05:00|0|||||007|Parts per million|RF|Fire - Canadian.|20171129 00:00|Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016|20171128 15:40|In May 2017, NJDEP submitted a report to USEPA demonstrating that the emissions from the Fort McMurray wildfire influenced New Jersey's air quality on May 25 and May 26, 2016, and requested that the data from the ozone monitors on those days be excluded from determining New Jersey's compliance with the ozone NAAQS. USEPA Region 2 office responded in a letter dated October 24, 2017 that they concur with the exclusion of the data for all the monitors on May 25, and for ten monitors on May 26".|Ozone 1-hour 1979|Y|07-DEC-17||Ozone 8-Hour 1997|Y|07-DEC-17||Ozone 8-Hour 2008|Y|07-DEC-17||Ozone 8-hour 2015|Y|07-DEC-17|||||||||||||||||||||||||||||||
34|003|0006|44201|1|20160525 06:00|.002|||||007|Parts per million|RF|Fire - Canadian.|20171129 00:00|Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016|20171128 15:40|In May 2017, NJDEP submitted a report to USEPA demonstrating that the emissions from the Fort McMurray wildfire influenced New Jersey's air quality on May 25 and May 26, 2016, and requested that the data from the ozone monitors on those days be excluded from determining New Jersey's compliance with the ozone NAAQS. USEPA Region 2 office responded in a letter dated October 24, 2017 that they concur with the exclusion of the data for all the monitors on May 25, and for ten monitors on May 26".|Ozone 1-hour 1979|Y|07-DEC-17||Ozone 8-Hour 1997|Y|07-DEC-17||Ozone 8-Hour 2008|Y|07-DEC-17||Ozone 8-hour 2015|Y|07-DEC-17|||||||||||||||||||||||||||||||
34|003|0006|44201|1|20160525 07:00|.01|||||007|Parts per million|RF|Fire - Canadian.|20171129 00:00|Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016|20171128 15:40|In May 2017, NJDEP submitted a report to USEPA demonstrating that the emissions from the Fort McMurray wildfire influenced New Jersey's air quality on May 25 and May 26, 2016, and requested that the data from the ozone monitors on those days be excluded from determining New Jersey's compliance with the ozone NAAQS. USEPA Region 2 office responded in a letter dated October 24, 2017 that they concur with the exclusion of the data for all the monitors on May 25, and for ten monitors on May 26".|Ozone 1-hour 1979|Y|07-DEC-17||Ozone 8-Hour 1997|Y|07-DEC-17||Ozone 8-Hour 2008|Y|07-DEC-17||Ozone 8-hour 2015|Y|07-DEC-17|||||||||||||||||||||||||||||||
34|003|0006|44201|1|20160525 08:00|.032|||||007|Parts per million|RF|Fire - Canadian.|20171129 00:00|Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016|20171128 15:40|In May 2017, NJDEP submitted a report to USEPA demonstrating that the emissions from the Fort McMurray wildfire influenced New Jersey's air quality on May 25 and May 26, 2016, and requested that the data from the ozone monitors on those days be excluded from determining New Jersey's compliance with the ozone NAAQS. USEPA Region 2 office responded in a letter dated October 24, 2017 that they concur with the exclusion of the data for all the monitors on May 25, and for ten monitors on May 26".|Ozone 1-hour 1979|Y|07-DEC-17||Ozone 8-Hour 1997|Y|07-DEC-17||Ozone 8-Hour 2008|Y|07-DEC-17||Ozone 8-hour 2015|Y|07-DEC-17|||||||||||||||||||||||||||||||
34|003|0006|44201|1|20160525 09:00|.057|||||007|Parts per million|RF|Fire - Canadian.|20171129 00:00|Fort McMurray wildfire, Alberta, Canada, May 1,2016-July 5,2016|20171128 15:40|In May 2017, NJDEP submitted a report to USEPA demonstrating that the emissions from the Fort McMurray wildfire influenced New Jersey's air quality on May 25 and May 26, 2016, and requested that the data from the ozone monitors on those days be excluded from determining New Jersey's compliance with the ozone NAAQS. USEPA Region 2 office responded in a letter dated October 24, 2017 that they concur with the exclusion of the data for all the monitors on May 25, and for ten monitors on May 26".|Ozone 1-hour 1979|Y|07-DEC-17||Ozone 8-Hour 1997|Y|07-DEC-17||Ozone 8-Hour 2008|Y|07-DEC-17||Ozone 8-hour 2015|Y|07-DEC-17|||||||||||||||||||||||||||||||
